experiment_id,iteration,source,model,model_safe,temperature,env_id,mean_reward,std_reward,min_reward,max_reward,total_env_steps,n_failures,best_mean_reward_so_far,best_iteration_so_far,is_best,status,policy_path,trace_path,prompt_path,eval_path
refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630,0,best_one_shot,qwen2.5-coder:14b,qwen2_5-coder_14b,0.4,Pendulum-v1,-1180.9195375369534,234.1752691046761,,,0,0,-1180.9195375369534,0,True,valid,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/policies/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter000_initial_policy.py,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_one_shot/pendulum/qwen2_5-coder_14b/sensory_motor_traces/one_shot_Pendulum-v1_qwen2_5-coder_14b_temp0.4_attempt0_20260626_155946_trace.jsonl,,
refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630,1,refinement,qwen2.5-coder:14b,qwen2_5-coder_14b,0.4,Pendulum-v1,-1149.391824960298,252.6231109926704,-1497.707105487429,-780.2062073649862,2000,0,-1149.391824960298,1,True,valid,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/policies/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter001_policy.py,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/sensory_motor_traces/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter001_trace.jsonl,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/prompts/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter001_prompt4.txt,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/eval_logs/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter001_eval.json
refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630,2,refinement,qwen2.5-coder:14b,qwen2_5-coder_14b,0.4,Pendulum-v1,-1159.0474469313435,265.86455011232863,-1497.707105487429,-672.5882180679333,2000,0,-1149.391824960298,1,False,valid,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/policies/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter002_policy.py,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/sensory_motor_traces/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter002_trace.jsonl,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/prompts/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter002_prompt4.txt,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/eval_logs/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter002_eval.json
refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630,3,refinement,qwen2.5-coder:14b,qwen2_5-coder_14b,0.4,Pendulum-v1,-1232.6762820339286,355.9144544170856,-1808.8569187745616,-536.5783364730042,2000,2000,-1149.391824960298,1,False,runtime_failures,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/policies/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter003_policy.py,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/sensory_motor_traces/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter003_trace.jsonl,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/prompts/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter003_prompt4.txt,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/eval_logs/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter003_eval.json
refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630,4,refinement,qwen2.5-coder:14b,qwen2_5-coder_14b,0.4,Pendulum-v1,-1220.4411581013237,351.1841925425708,-1808.8569187745616,-536.5783364730042,2000,2000,-1149.391824960298,1,False,runtime_failures,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/policies/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter004_policy.py,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/sensory_motor_traces/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter004_trace.jsonl,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/prompts/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter004_prompt4.txt,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/eval_logs/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter004_eval.json
refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630,5,refinement,qwen2.5-coder:14b,qwen2_5-coder_14b,0.4,Pendulum-v1,-1145.4893873171752,257.1244670845996,-1496.3542402034986,-672.5882180679333,2000,0,-1145.4893873171752,5,True,valid,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/policies/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter005_policy.py,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/sensory_motor_traces/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter005_trace.jsonl,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/prompts/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter005_prompt4.txt,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/eval_logs/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter005_eval.json
refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630,6,refinement,qwen2.5-coder:14b,qwen2_5-coder_14b,0.4,Pendulum-v1,-1238.5118361508048,335.8875640092179,-1808.8569187745616,-536.5783364730042,2000,2000,-1145.4893873171752,5,False,runtime_failures,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/policies/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter006_policy.py,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/sensory_motor_traces/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter006_trace.jsonl,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/prompts/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter006_prompt4.txt,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/eval_logs/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter006_eval.json
refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630,7,refinement,qwen2.5-coder:14b,qwen2_5-coder_14b,0.4,Pendulum-v1,-1294.1246317186242,365.1950177992989,-1808.8569187745616,-536.5783364730042,2000,2000,-1145.4893873171752,5,False,runtime_failures,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/policies/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter007_policy.py,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/sensory_motor_traces/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter007_trace.jsonl,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/prompts/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter007_prompt4.txt,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/eval_logs/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter007_eval.json
refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630,8,refinement,qwen2.5-coder:14b,qwen2_5-coder_14b,0.4,Pendulum-v1,-1341.9441626140165,672.7636082144794,-1868.202910309012,-2.7545706499447684,2000,0,-1145.4893873171752,5,False,valid,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/policies/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter008_policy.py,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/sensory_motor_traces/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter008_trace.jsonl,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/prompts/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter008_prompt4.txt,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/eval_logs/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter008_eval.json
refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630,9,refinement,qwen2.5-coder:14b,qwen2_5-coder_14b,0.4,Pendulum-v1,-1770.279672959928,151.9061624364737,-1930.819332048212,-1478.8363680718185,2000,0,-1145.4893873171752,5,False,valid,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/policies/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter009_policy.py,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/sensory_motor_traces/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter009_trace.jsonl,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/prompts/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter009_prompt4.txt,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/eval_logs/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter009_eval.json
refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630,10,refinement,qwen2.5-coder:14b,qwen2_5-coder_14b,0.4,Pendulum-v1,-1605.992731825499,173.15576341713057,-1807.9738411118603,-1272.817699503676,2000,0,-1145.4893873171752,5,False,valid,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/policies/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter010_policy.py,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/sensory_motor_traces/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter010_trace.jsonl,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/prompts/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter010_prompt4.txt,/home/jarnedemoen/Documents/LLM_Policy_vs_RL_Control/results/llm_refinement/pendulum/qwen2_5-coder_14b/eval_logs/refine_Pendulum-v1_qwen2_5-coder_14b_20260626_161630_iter010_eval.json
